timestamp, 88.3, 89.3, 90.1, 90.7, 91.3, 92.1, 92.7, 93.3, 93.9, 94.5, 95.3, 96.1, 96.9, 97.7, 98.5, 99.3, 100.1, 100.7, 101.3, 102.1, 102.7, 103.3, 104.1, 104.9, 105.7, 106.5, 107.1, 107.7, illegal, not found
08-24 14:18, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 11, 9
08-24 14:18, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 00, 10
